O/G,n_VENT,TB_SMALL_VENT,TB_SMALL_FLARE
Gas,144,0.139739174,
Gas,95,0.019490699,
Oil,4,0.231452055,
Oil,2,0.46290411,
Gas,2,1.388712329,
Gas,6,1.080109589,
Gas,14,0.066129159,
Gas,2,2.602739726,
Oil,62,0.388864339,
Gas,61,0.018799012,
Oil,5,0.044186301,
Oil,2,0.33139726,
Oil,6,0.147287671,
Oil,7,1.983874755,
Gas,39,0.332279593,
Gas,33,0.006694894,
Oil,2,5.301369863,
Oil,63,0.220917591,
Oil,92,0,
Oil,0,,
Oil,0,,
Gas,10,0.088372603,
Oil,13,0.02719157,
Gas,10,0.740646575,
Oil,419,0.006628698,
Gas,247,0.02623748,
Oil,16,0.143342466,
Gas,11,0.020084682,
Oil,5,0.185161644,
Oil,39,0.040733404,
Gas,11,0.336657534,
Oil,50,0.111096986,
Gas,69,0,
Oil,357,0.007779901,
Gas,395,0.529911566,
Gas,261,0.088175091,
Gas,19,0.187454939,
Oil,14,0.469667319,
Gas,0,,
Oil,4,17.19178082,
Gas,34,9.065269944,
Gas,331,0.004966271,
Oil,9,10.0152207,
Gas,79,8.673487082,
Gas,764,0.003586029,
Oil,4,1.369863014,
Gas,4,3.493150685,
Gas,4,3.424657534,
Oil,14,1.604696673,
Gas,6,0.0456621,
Oil,2,51.64383562,
Gas,179,0.120915283,
Oil,106,0.069785474,
Gas,20,1.671232877,
Gas,76,0.140591204,
Oil,56,0.068493151,
Gas,8,0.102739726,
Gas,2,0.136986301,
Oil,0,,
Oil,4,0.055232877,
Oil,1,0.441863014,
Oil,2,0.46290411,
Gas,2,0.410958904,
Gas,2,1.917808219,
Gas,7,0.039138943,
Oil,3,0.913242009,
Gas,0,,
Oil,3,0.913242009,
Gas,0,,
Gas,12,0.073059361,
Gas,8,0.347178082,
Gas,6,2.931726027,
Gas,33,0.013389788,
Oil,2,12.96131507,
Gas,34,0.012995971,
Oil,2,0.46290411,
Gas,2,0.110465753,
Oil,4,10.64679452,
Gas,64,0.940273973,
Gas,71,0.938847772,
Gas,102,0.002165995,
Oil,1,7.406465753,
Gas,11,0.020084682,
Oil,5,0.044186301,
Oil,2,11.3779726,
Gas,199,0.041077717,
Gas,61,0.043461936,
Gas,33,0.066948941,
Gas,20,0.022093151,
Gas,5,0.044186301,
Oil,3,0.883726027,
Gas,19,0.023255948,
Oil,6,0.33139726,
Gas,28,0.007890411,
Oil,4,2.098849315,
Gas,73,0.057502721,
Gas,38,0.011627974,
Gas,4,19.38673973,
Gas,746,0.000888465,
Gas,5,0.397676712,
Gas,23,0.019211435,
Oil,5,0.839539726,
Gas,42,0.020874103,
Gas,4,0.054794521,
Gas,2,55.71232877,
Gas,527,0.063632346,
Gas,335,0.001962789,
Gas,4,0.438356164,
Gas,9,0.736681887,
Gas,60,0.05890411,
Gas,30,1.059360731,
Gas,660,0.110626816,
Gas,30,0.779908676,
Gas,182,0.001204275,
Gas,2,0.219178082,
Gas,4,0.938356164,
Gas,30,0.007305936,
Gas,2,6.068493151,
Gas,90,0.193607306,
Gas,24,0.220319635,
Oil,20,0.915068493,
Gas,114,0.060081711,
Gas,79,0.005548812,
Gas,8,0.109589041,
Oil,8,8.660958904,
Gas,372,0.002356754,
Oil,4,0.46290411,
Gas,1,2.739726027,
Gas,6,3.835616438,
Gas,33,0.058115401,
Gas,3,0.220931507,
Oil,7,0.031561644,
Oil,3,3.166684932,
Gas,88,0.057743462,
Gas,47,0.352550277,
Gas,187,0.001181452,
Oil,3,2.872109589,
Gas,69,0.003201906,
Oil,3,17.23265753,
Gas,405,0.00218204,
Gas,10,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Oil,29,0.223334908,
Gas,7,0.031561644,
Oil,6,3.608547945,
Oil,18,0.098928219,
Oil,15,0.412405479,
Oil,5,0.97209863,
Oil,44,1.210102117,
Oil,482,0.053170238,
Oil,10,0.176745205,
Oil,16,0.096657534,
Oil,14,0.315616438,
Oil,116,0.041900803,
Oil,44,0.190804483,
Oil,76,0.084302812,
Oil,58,0.079992442,
Oil,42,0.888986301,
Oil,28,0.007890411,
Oil,2,0.33139726,
Oil,6,4.087232877,
Oil,222,0.038812292,
Oil,54,0.143196347,
Oil,70,0.034717808,
Oil,22,2.108891656,
Oil,420,0.013150685,
Oil,50,0.136977534,
Oil,62,0.096212108,
Oil,238,0.008354553,
Oil,18,0.024547945,
Oil,4,4.805260274,
Oil,174,0.017776098,
Oil,40,0.049709589,
Oil,38,0.024369142,
Gas,3,0.273972603,
Gas,1,26.84931507,
Gas,37,0.007404665,
Oil,2,20.4109589,
Gas,77,0.156555773,
Gas,18,0.0152207,
Oil,2,6.438356164,
Gas,17,0.016116035,
Oil,2,1.917808219,
Gas,5,2.95890411,
Gas,24,0.02283105,
Oil,10,2.02739726,
Gas,38,0.511896179,
Gas,25,0.021917808,
Oil,6,4.611872146,
Gas,42,0.006523157,
Oil,2,12.05479452,
Gas,32,0.025684932,
Gas,1,0.547945205,
Oil,4,62.94520548,
Gas,553,0.001981719,
Oil,10,0.082191781,
Gas,2,0.273972603,
Oil,4,10.20547945,
Gas,63,0.017395086,
Oil,10,0.931506849,
Gas,15,0.01826484,
Oil,2,1.917808219,
Gas,4,0.684931507,
Gas,8,0.136986301,
Oil,10,4.547945205,
Gas,71,0.169785838,
Gas,24,0.011415525,
Oil,2,24.93150685,
Gas,119,0.004604582,
Oil,6,1.232876712,
Gas,10,0.547945205,
Gas,8,3.240328767,
Gas,52,0.015806112,
Gas,1,1.917808219,
Gas,3,6.210045662,
Gas,24,0.079908676,
Gas,2,0.136986301,
Oil,2,0.95890411,
Gas,2,0.136986301,
Oil,3,2.739726027,
Gas,11,0.074719801,
Gas,1,12.03550685,
Gas,13,7.050385669,
Gas,99,1.48690411,
Gas,159,0.45417007,
Gas,78,0.059711978,
Gas,6,0.136986301,
Oil,6,0.0456621,
Oil,1,3.835616438,
Gas,6,4.292237443,
Oil,2,1.383561644,
Gas,4,0.055479452,
Oil,3,27.77424658,
Gas,132,0.126246575,
Gas,24,1.118721461,
Gas,222,0.010947057,
Oil,17,0.012995971,
Oil,4,1.546520548,
Oil,56,0.177534247,
Oil,82,0.002694287,
Oil,2,0.552328767,
Oil,9,0.147287671,
Oil,8,0.093150685,
Oil,2,0.745205479,
Oil,4,0.46290411,
Gas,5,0.441863014,
Oil,19,0.535994232,
Gas,20,0.231452055,
Gas,18,0.05143379,
Gas,2,6.943561644,
Gas,36,0.41147032,
Gas,29,0.007618328,
Oil,1,24.99682192,
Gas,59,0.015691665,
Gas,2,22.68230137,
Gas,100,0.009258082,
Gas,1,10.18389041,
Gas,11,0.084164384,
Gas,1,8.332273973,
Gas,9,0.41147032,
Gas,4,1.157260274,
Gas,6,1.234410959,
Gas,8,0.231452055,
Gas,2,2.777424658,
Gas,6,0.1543379,
Gas,2,0.773150685,
Oil,12,1.774429224,
Gas,40,0.149123288,
Oil,45,0.061710807,
Gas,6,0.1543379,
Gas,1,1.104657534,
Oil,1,1.146739726,
Gas,2,7.974575342,
Oil,140,0.071840313,
Gas,24,0.701808219,
Gas,28,0.220555773,
Oil,19,2.341652487,
Gas,76,0.148533526,
Gas,35,0.399480235,
Oil,72,0.448292237,
Gas,115,0.591986659,
Gas,121,0.117378014,
Oil,41,0.089296358,
Gas,11,4.569743462,
Gas,118,0.123393545,
Oil,69,0.372030971,
Gas,68,0.581755842,
Gas,90,0.632051142,
Oil,120,0.015430137,
Gas,2,3.240328767,
Gas,0,,
Gas,1,2.777424658,
Gas,5,0.044186301,
Oil,2,0.552328767,
Gas,3,0.273972603,
Gas,1,0.821917808,
Gas,1,22.19178082,
Gas,30,0.273972603,
Gas,18,0.97412481,
Gas,30,0.127853881,
Gas,5,0.767123288,
Gas,4,11.78082192,
Gas,86,0.003185728,
Oil,2,21.23287671,
Gas,97,0.067787036,
Gas,11,4.533001245,
Gas,68,0,
Oil,7,0,
Oil,2,0.662794521,
Gas,2,0.220931507,
Oil,4,0,
Oil,1,0.441863014,
Gas,2,0,
Oil,7,0,
Gas,1,0,
Oil,2,1.656986301,
Gas,2,2.319780822,
Gas,7,0,
Oil,2,1.656986301,
Gas,2,0.662794521,
Gas,4,0.49709589,
Oil,21,0.115726027,
Gas,1,1.546520548,
Oil,9,1.02891933,
Oil,6,1.543378995,
Oil,6,0.771689498,
Oil,2,0.110465753,
Oil,2,0.683835616,
Oil,6,0.191123288,
Gas,2,15.32843836,
Oil,104,0.002124341,
Gas,1,53.32657534,
Oil,164,0.139846308,
Gas,69,0.540003971,
Oil,169,0.037286212,
Oil,29,0.094473311,
Oil,13,6.533192835,
Gas,92,0.059559261,
Gas,6,0.150684932,
Gas,1,1.835616438,
Gas,2,0.925808219,
Gas,5,0.370323288,
Gas,5,3.703232877,
Gas,49,0.170046408,
Gas,9,0.20573516,
Gas,4,8.332273973,
Gas,84,0.011021526,
Gas,2,0.46290411,
Gas,2,3.240328767,
Gas,14,0.066129159,
Gas,3,0.294575342,
Oil,6,0.036821918,
Oil,5,0.044186301,
Oil,2,0.441863014,
Oil,13,0.016994731,
Oil,2,0.33139726,
Oil,11,0.020084682,
Oil,5,0.044186301,
Oil,2,28.70005479,
Gas,112,0.041330724,
Gas,11,0.401693649,
Gas,20,0.185161644,
Gas,5,4.073556164,
Gas,60,0.169731507,
Gas,23,1.046565813,
Gas,51,0.290449637,
Gas,24,0.501479452,
Gas,33,0.028054795,
Gas,2,5.091945205,
Gas,26,0.178040042,
Gas,9,0.10286758,
Gas,2,0.46290411,
Gas,3,0.30860274,
Gas,3,4.937643836,
Gas,44,0.042082192,
Gas,5,0.185161644,
Gas,1,4.629041096,
Gas,7,10.05163209,
Gas,214,0.01297862,
Gas,10,0.46290411,
Gas,17,0.599052377,
Gas,17,3.788879936,
Gas,1431,0.000153164,
Gas,1,7.406465753,
Gas,15,0.493764384,
Gas,10,1.94419726,
Gas,25,2.740392329,
Gas,87,0.063848843,
Gas,9,0.10286758,
Gas,2,0.46290411,
Gas,2,0.220931507,
Oil,7,0.661291585,
Gas,9,0.30860274,
Gas,3,2.282958904,
Oil,38,2.338883922,
Gas,117,0.054760801,
Oil,63,0.484947162,
Gas,50,0.167907945,
Oil,58,1.787767596,
Gas,181,0.002441232,
Oil,4,4.860493151,
Gas,31,0.028507291,
Oil,7,0.793549902,
Gas,8,0.110465753,
Oil,9,0.343671233,
Oil,16,0.752219178,
Gas,14,0.284054795,
Oil,33,3.22630137,
Gas,198,0.004675799,
Gas,1,2.777424658,
Gas,4,1.388712329,
Gas,6,0.147287671,
Oil,10,0.092580822,
Gas,3,0.30860274,
Gas,1,8.616328767,
Oil,59,0.941499884,
Gas,73,0.006052918,
Oil,3,5.155068493,
Oil,116,1.229090222,
Gas,231,0.004007828,
Gas,0,,
Oil,5,0.185161644,
Gas,0,,
Gas,1,1.851616438,
Gas,4,0.231452055,
Gas,2,5.554849315,
Gas,14,0.07890411,
Oil,10,1.573873973,
Gas,25,0.017674521,
Oil,3,4.629041096,
Gas,23,0.402525313,
Gas,10,1.94419726,
Gas,21,0.220430528,
Gas,5,0.740646575,
Gas,4,79.24657534,
Gas,155,0.10251878,
Gas,15,0.091324201,
Gas,1,1.917808219,
Gas,2,38.2739726,
Gas,450,0.045601218,
Gas,44,0.021041096,
Gas,1,3.703232877,
Gas,4,1.851616438,
Gas,8,0.810082192,
Gas,7,0.132258317,
Gas,1,21.29358904,
Gas,23,0.345443716,
Gas,36,1.594368341,
Gas,62,0.089262042,
Gas,25,0.204931507,
Gas,20,0.115068493,
Gas,4,0.883561644,
Gas,16,0.303082192,
Gas,22,0.059775841,
Gas,6,0.406392694,
Gas,11,0.01992528,
Gas,1,0.438356164,
Gas,2,0.219178082,
Gas,2,0.109589041,
Gas,1,0.219178082,
Gas,1,0.931506849,
Gas,1,0.219178082,
Gas,1,1.325589041,
Oil,3,0.073643836,
Oil,1,1.851616438,
Gas,4,1.157260274,
Gas,8,0.925808219,
Gas,17,2.17837228,
Gas,58,0.015962211,
Gas,1,1.851616438,
Gas,4,1.620164384,
Gas,14,0.198387476,
Gas,2,0.46290411,
Gas,2,2.314520548,
Gas,14,0.529033268,
Gas,16,0.347178082,
Gas,8,0.115726027,
Gas,2,2.777424658,
Gas,11,0.084164384,
Gas,2,16.20164384,
Gas,54,0.531482496,
Gas,59,1.044743905,
Oil,941,0.000704351,
Oil,4,13.34246575,
Gas,82,0.173404611,
Oil,58,0.498819084,
Oil,48,0.290525114,
Gas,44,0.366127024,
Oil,41,0.265953892,
Gas,27,0.016235413,
Oil,2,4.794520548,
Gas,37,0.035542392,
Oil,6,0.461187215,
Gas,3,0.219178082,
Oil,3,0.310502283,
Gas,1,3.178082192,
Gas,8,0.110465753,
Oil,8,0.248547945,
Oil,15,1.784343781,
Oil,284,0.005445495,
Oil,17,0.012995971,
Oil,3,0.294575342,
Oil,14,0.173589041,
Oil,39,0.107633298,
Oil,48,0.00460274,
Oil,3,16.56986301,
Oil,794,0.003339015,
Oil,44,0.005021171,
Oil,2,0.773260274,
Oil,7,0.031561644,
Oil,2,0.110465753,
Oil,2,0.220931507,
Oil,2,0.220931507,
Oil,8,0.662794521,
Oil,48,0.013808219,
Oil,9,0.024547945,
Oil,1,18.11638356,
Oil,210,0.00210411,
Oil,4,5.32339726,
Gas,23,0.009605718,
Oil,2,0.220931507,
Oil,2,0.46290411,
Gas,1,71.28723288,
Gas,81,0.045718924,
Gas,4,12.96154651,
Gas,1,0.220931507,
Oil,1,33.32909589,
Gas,36,0.05143379,
Gas,2,0,
Gas,0,,
Gas,2,0.662794521,
Gas,6,0.662794521,
Oil,0,,
Oil,0,,
Gas,0,,
Gas,0,,
Oil,6,0,
Oil,2,0.136986301,
Oil,2,0.136986301,
Oil,4,7.406465753,
Gas,30,0.709589041,
Gas,23,2.98630137,
Oil,78,0.575342466,
Gas,50,0.263561644,
Gas,15,0.043835616,
Oil,3,1.232876712,
Gas,4,0.897260274,
Oil,13,3.435194942,
Gas,49,0.113502935,
Gas,6,2.776255708,
Oil,18,0.462709285,
Gas,9,0.231354642,
Gas,3,5.246246575,
Gas,17,0.012995971,
Oil,18,0.036821918,
Oil,9,6.848876712,
Gas,44,0.115486924,
Oil,25,0,
Oil,7,0.441863014,
Gas,6,0,
Oil,1,3.976767123,
Gas,1,0.662794521,
Oil,4,0,
Oil,14,0,
Oil,9,0,
Gas,0,,0.02398363
Gas,0,,0.037032329
Gas,0,,0.005142055
Gas,0,,0.018516164
Gas,0,,0.000132244
Gas,0,,3.1137E-05
Gas,0,,1.007592827
Gas,0,,0.01826484
Gas,0,,0.006173516
Gas,0,,0.015342611
Gas,0,,
Gas,0,,0.005715068
Gas,0,,0.136135168
Gas,0,,0.022451854
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,3.11401E-05
Oil,0,,
Oil,0,,
Oil,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.003857534
Gas,0,,0.003086027
Gas,0,,0.003471781
Oil,0,,0.013055773
Oil,0,,0.006173516
Oil,0,,
Oil,0,,
Gas,0,,0.023957705
Gas,0,,0.021313584
Gas,0,,0.001919553
Gas,0,,
Gas,0,,0.000134202
Gas,0,,0.004313213
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,3.11507E-05
Gas,0,,0.928872329
Gas,0,,0.000842534
Gas,0,,0.020695068
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0.00110274
Oil,0,,0.00441863
Oil,0,,0.000828493
Oil,0,,0.003143523
Oil,0,,0.00441863
Oil,0,,0.000193311
Oil,0,,0.006172055
Oil,0,,0
Oil,0,,0.003779843
Oil,0,,0.000722192
Oil,0,,0.001384283
Oil,0,,
Oil,0,,0.001472877
Oil,0,,0.002191781
Oil,0,,0.000417979
Oil,0,,0.002191781
Oil,0,,0.000883726
Oil,0,,0.000945205
Oil,0,,0.006437404
Oil,0,,0.000506131
Oil,0,,0
Oil,0,,0.00441863
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.004629041
Gas,0,,0.006172055
Gas,0,,0
Gas,0,,0.006172055
Gas,0,,
Gas,0,,0
Gas,0,,0.006172055
Gas,0,,0.013790418
Gas,0,,0.013887123
Gas,0,,0.006172055
Gas,0,,0
Gas,0,,0.011207152
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0.001815303
Gas,0,,
Gas,0,,0.018520548
Gas,0,,0.005950046
Gas,0,,
Gas,0,,0.006210046
Gas,0,,0.000925753
Gas,0,,0.018520548
Gas,0,,
Gas,0,,0.00647516
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Oil,0,,0.00441863
Oil,0,,0.00441863
Oil,0,,
Oil,0,,
Oil,0,,0.001812123
Oil,0,,
Oil,0,,0.006299314
Oil,0,,0.088062622
Oil,0,,0.005071128
Oil,0,,0.000736438
Oil,0,,0
Oil,0,,0.00349726
Oil,0,,0.00035349
Oil,0,,0.00441863
Oil,0,,0.006449451
Oil,0,,0
Oil,0,,0
Oil,0,,0.002209315
Oil,0,,0.002209315
Oil,0,,0.00023411
Oil,0,,0.008231355
Oil,0,,0.000736438
Oil,0,,0.002958826
Oil,0,,0.00456621
Oil,0,,
Oil,0,,0.000916849
Oil,0,,0.00441863
Oil,0,,0.00441863
Oil,0,,0.000679789
Oil,0,,0.002209315
Oil,0,,
Oil,0,,0.004630137
Oil,0,,
Oil,0,,0.003913894
Oil,0,,0.001893699
Oil,0,,
Gas,0,,0.007937378
Gas,0,,
Gas,0,,0.009258082
Gas,0,,0.003086027
Gas,0,,0.004629041
Gas,0,,0.002661448
Gas,0,,0.006210046
Gas,0,,0.005394795
Gas,0,,0.007034064
Gas,0,,
Gas,0,,
Gas,0,,0.006172055
Gas,0,,
Gas,0,,0.009258082
Gas,0,,0.016657534
Gas,0,,0.004629041
Gas,0,,0.003703233
Gas,0,,0.009258082
Gas,0,,
Gas,0,,
Gas,0,,0.005049863
Gas,0,,0.024840183
Gas,0,,0
Gas,0,,0.018516164
Gas,0,,0.007452055
Gas,0,,0.018516164
Gas,0,,0.018983379
Gas,0,,
Gas,0,,
Gas,0,,0.009315068
Gas,0,,0.039138943
Gas,0,,0.003366575
Gas,0,,0.009258082
Gas,0,,0
Gas,0,,0.016857055
Gas,0,,0
Gas,0,,
Gas,0,,0
Gas,0,,0.02063
Gas,0,,
Gas,0,,0.02739726
Gas,0,,0
Gas,0,,0.018516164
Gas,0,,0.014261879
Gas,0,,0.017281753
Gas,0,,0.02739726
Gas,0,,0
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Gas,0,,0.009258082
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.239950457
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.044952192
Gas,0,,0.182869135
Gas,0,,
Gas,0,,
Gas,0,,0.019315753
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.019315753
Gas,0,,0.02739726
Gas,0,,0.020547945
Gas,0,,0
Gas,0,,0
Gas,0,,0.10301726
Gas,0,,
Gas,0,,
Gas,0,,0.01369863
Gas,0,,
Gas,0,,
Gas,0,,0.02739726
Gas,0,,0
Gas,0,,
Gas,0,,0.019569472
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,0.008584749
Gas,0,,0
Gas,0,,
Gas,0,,0.042923836
Gas,0,,0.016438356
Gas,0,,0.009258082
Gas,0,,0.007406466
Gas,0,,0
Gas,0,,0.018516164
Gas,0,,0.006172055
Gas,0,,
Gas,0,,0.009315068
Gas,0,,0
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,0.009258082
Gas,0,,0.009258082
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0.007596375
Gas,0,,0.01369863
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,0.021099178
Gas,0,,0.018520548
Gas,0,,0
Gas,0,,0.000755616
Gas,0,,0
Gas,0,,0.02739726
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,0
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.02739726
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0.004503659
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.015655577
Oil,0,,0.00429242
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.003921758
Gas,0,,
Gas,0,,
Oil,0,,
Oil,0,,0.002456621
Oil,0,,0.00136411
Oil,0,,0.010721357
Oil,0,,0.004410959
Oil,0,,0.001626866
Oil,0,,0.002297945
Oil,0,,0.001961322
Oil,0,,0.002216712
Oil,0,,0.002444977
Oil,0,,
Oil,0,,0.004410959
Oil,0,,0.001767452
Oil,0,,0.002251233
Gas,0,,
Oil,0,,
Oil,0,,0.00502272
Oil,0,,0.011043387
Oil,0,,0.005041505
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001929795
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Gas,0,,0
Gas,0,,0.018524083
Gas,0,,
Gas,0,,0
Gas,0,,0.005819361
Gas,0,,0.020071679
Gas,0,,0.004065753
Gas,0,,0.005954932
Gas,0,,0.004761298
Gas,0,,0.006173516
Gas,0,,
Gas,0,,0.031436785
Gas,0,,0.018768702
Gas,0,,0.004470477
Gas,0,,0
Gas,0,,0.00886382
Gas,0,,0.002168709
Gas,0,,0.018872244
Gas,0,,0.021452055
Gas,0,,0.004790534
Gas,0,,0.012884082
Gas,0,,0.004723666
Gas,0,,0.028187838
Gas,0,,0.017481412
Gas,0,,0.019068493
Oil,0,,0
Oil,0,,0
Oil,0,,0.025249315
Oil,0,,0.003143523
Oil,0,,0
Oil,0,,0.018516164
Oil,0,,0
Oil,0,,0
Oil,0,,0.001917808
Oil,0,,0.009258082
Oil,0,,0
Oil,0,,0.006172055
Gas,0,,
Gas,0,,0.000128562
Gas,0,,
Gas,0,,0.008561644
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,0.007305936
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.004367906
Gas,0,,6.26027E-05
Gas,0,,0.005763151
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.005143379
Gas,0,,0.001561187
Gas,0,,0.001060274
Gas,0,,
Gas,0,,
Gas,0,,0.005554849
Gas,0,,
Gas,0,,0.001764384
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,5.69863E-05
Gas,0,,0.006915786
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,0.000307513
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,0.009784736
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,0.022283105
Gas,0,,0.018045168
Gas,0,,0.018520548
Gas,0,,
Oil,0,,0.006849315
Oil,0,,0.002205479
Gas,0,,0.02739726
Gas,0,,0.024296678
Gas,0,,0.01826484
Gas,0,,0.008178287
Gas,0,,0.061091233
Gas,0,,0.009190774
Gas,0,,0.01369863
Gas,0,,0.037023325
Gas,0,,0.02049637
Gas,0,,0.025449273
Gas,0,,0.010360309
Gas,0,,0.010529526
Gas,0,,0.045734795
Gas,0,,0
Oil,0,,0.008219178
Oil,0,,0.002577534
Oil,0,,0.00608828
Oil,0,,0.018995434
Oil,0,,0.002047945
Oil,0,,0.019795243
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0.003291918
Oil,0,,0.007364384
Oil,0,,0
Oil,0,,0.003656712
Oil,0,,0
Oil,0,,0.010958904
Oil,0,,
Oil,0,,0
Oil,0,,
Oil,0,,0.004410959
Oil,0,,0
Oil,0,,0.002205479
Oil,0,,0.002773425
Oil,0,,0
Oil,0,,0.00608828
Oil,0,,0.003506087
Oil,0,,0.019076611
Oil,0,,0.020037023
Oil,0,,0.001735081
Oil,0,,
Oil,0,,0
Oil,0,,0.021917808
Gas,0,,0
Oil,0,,0
Oil,0,,0.010093727
Oil,0,,0.006583744
Oil,0,,0.002528376
Oil,0,,0.004109589
Oil,0,,0.004410959
Oil,0,,0.00913242
Oil,0,,0.001260274
Oil,0,,0.000849954
Oil,0,,0.000508798
Oil,0,,0
Oil,0,,0.002205479
Oil,0,,0.003291918
Oil,0,,0
Oil,0,,
Oil,0,,0.006849315
Oil,0,,0.00609863
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.002283105
Oil,0,,0.006849315
Oil,0,,0
Oil,0,,0.00169863
Oil,0,,0.003424658
Oil,0,,0.004410959
Oil,0,,0.001956947
Oil,0,,0.00147032
Oil,0,,0.001677557
Oil,0,,0.000523425
Oil,0,,0.002283105
Oil,0,,0
Oil,0,,
Oil,0,,0.005479452
Oil,0,,0.002940639
Oil,0,,3.23288E-05
Oil,0,,
Oil,0,,0.004410959
Oil,0,,0.00147032
Oil,0,,0.00184895
Oil,0,,
Oil,0,,0.032876712
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0.005479452
Oil,0,,0.00913242
Oil,0,,0.003424658
Oil,0,,0.004410959
Oil,0,,0.00147032
Oil,0,,0.001288329
Oil,0,,0
Gas,0,,0.003424658
Gas,0,,0.054794521
Gas,0,,0.01369863
Gas,0,,
Gas,0,,0.010273973
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Oil,0,,
Oil,0,,0.002614932
Oil,0,,
Oil,0,,0.002615
Oil,0,,0.004410959
Oil,0,,11.78082192
Oil,0,,0.00261499
Oil,0,,
Oil,0,,
Gas,0,,0.018516164
Gas,0,,0
Gas,0,,6.09002E-06
Gas,0,,0.019391929
Gas,0,,0.050346823
Gas,0,,0.007209805
Gas,0,,0.018516164
Gas,0,,0.014547218
Gas,0,,0.006481558
Oil,0,,0.000865177
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0.01369863
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0.002216712
Oil,0,,0
Oil,0,,0.005513151
Oil,0,,0.001852939
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0.001244932
Oil,0,,0
Oil,0,,0
Oil,0,,0.067123288
Oil,0,,0.002691941
Oil,0,,0
Oil,0,,0
Oil,0,,1.14407E-05
Oil,0,,0
Oil,0,,0.01369863
Oil,0,,0.00022
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,0.00913242
Oil,0,,0.00456621
Oil,0,,0.019330187
Oil,0,,0
Oil,0,,0
Oil,0,,0.404109589
Oil,0,,0
Oil,0,,0
Oil,0,,0
