EF_W_ATM_STG_TANKS_CALC3.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC3.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC3.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC3.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC3.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC3.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC3.FRACT_OIL_THROUGHPUT_FLARING,EF_W_ATM_STG_TANKS_CALC3.FRACT_THROUGHPUT_WITH_VAPOR,EF_W_ATM_STG_TANKS_CALC3.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITH_SEPS,EF_W_ATM_STG_TANKS_CALC3.WELLS_WITHOUT_SEPS,EF_W_ATM_STG_TANKS_CALC3.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC3.ANNUAL_OIL_THROUGHPUT,EF_W_ATM_STG_TANKS_CALC3.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC3.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITHOUT_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_NOT_FLARED,EF_W_ATM_STG_TANKS_CALC3.TANKS_WITH_FLARES,EF_W_ATM_STG_TANKS_CALC3.CO2_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.CH4_EMISSIONS_FROM_FLARE,EF_W_ATM_STG_TANKS_CALC3.N2O_EMISSIONS_FROM_FLARE
SN Operating  LLC 220 Gulf Coast Basin (LA  TX),1009720,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MC MULLEN  TX (311) - Oil,,,,,18,4.2219165,.0048384,.0000055
BBOG Gulf Coast Basin #220,1011534,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MC MULLEN  TX (311) - Oil,,,,,7,21.5070224,.0075598,.0000325
XTO Energy Inc 220 Gulf Coast,1009386,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MILAM  TX (331) - Oil,,,,,6,2.2,.01,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ORANGE  TX (361) - Oil,,,,,0,0,0,0
Halcon Resources Corporation 220 Gulf Coast Basin,1010367,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - RAPIDES  LA (79) - Oil,,,,,6,.3934732,.0020079,.0000021
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ST MARTIN  LA (99) - Oil,,,,,1,1.4073055,.0016128,.0000018
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ST MARY  LA (101) - Oil,,,,,1,1.4073055,.0016128,.0000018
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - TERREBONNE  LA (109) - Oil,,,,,13,2.814611,.0032256,.0000037
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - VERMILION  LA (113) - Oil,,,,,4,2.814611,.0032256,.0000037
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - VICTORIA  TX (469) - Oil,,,,,0,0,0,0
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - WEBB  TX (479) - Oil,,,,,4,1.05452,.00676,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - WHARTON  TX (481) - Oil,,,,,0,0,0,0
Basin 220 South TX & South LA - OSP,1008576,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - WILSON  TX (493) - Oil,,,,,7,44.7,.01,0
SN Operating  LLC 220 Gulf Coast Basin (LA  TX),1009720,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ZAVALA  TX (507) - Oil,,,,,7,4.2219165,.0048384,.0000055
EXCO Resources  Inc. - Gulf Coast Basin #220,1010945,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ZAVALA  TX (507) - Oil,,,,,0,7.64,.034,0
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ARANSAS  TX (7) - High permeability gas,,,,,7,3.16356,.02028,.02028
BOPCO  L.P. 220 Gulf Coast basin,1009245,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ARANSAS  TX (7) - High permeability gas,,,,,0,0,0,0
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - BRAZORIA  TX (39) - High permeability gas,,,,,2,5.6428287,.0067584,.0000078
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - BROOKS  TX (47) - High permeability gas,,,,,6,5.6428287,.0067584,.0000078
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - BROOKS  TX (47) - High permeability gas,,,,,4,1.0545248,.0067584,.0000025
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - BURLESON  TX (51) - High permeability gas,,,,,7,1.05,.0068,0
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - CALCASIEU  LA (19) - High permeability gas,,,,,3,1.05,.0068,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - CALCASIEU  LA (19) - High Permeability Gas,,,,,3,1.7646919,.0059073,.0000028
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - CHAMBERS  TX (71) - High Permeability Gas,,,,,3,1.3077211,.0077023,.0000028
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - COLORADO  TX (89) - High permeability gas,,,,,0,0,0,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - COLORADO  TX (89) - High Permeability Gas,,,,,0,0,0,0
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - DE WITT  TX (123) - High permeability gas,,,,,12,22.5713147,.0270336,.000031
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - DUVAL  TX (131) - High permeability gas,,,,,0,0,0,0
Amplify Energy Operating LLC 220 Gulf Coast Basin (LA  TX),1009862,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - DUVAL  TX (131) - High permeability gas,,,,,2,5.6428287,.0067584,.0000078
Rockall Energy LLC - Gulf Coast Basin (Basin 220),1011223,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - EVANGELINE  LA (39) - High permeability gas,,,,,10,9.49,.0608,.0000336
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - GALVESTON  TX (167) - High permeability gas,,,,,4,5.6428287,.0067584,.0000078
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - GOLIAD  TX (175) - High permeability gas,,,,,5,5.6428287,.0067584,.0000078
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - GOLIAD  TX (175) - High permeability gas,,,,,2,5.6428287,.0067584,.0000078
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - HARDIN  TX (199) - High Permeability Gas,,,,,0,0,0,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - HARRIS  TX (201) - High Permeability Gas,,,,,0,0,0,0
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - HIDALGO  TX (215) - High permeability gas,,,,,22,33.8569721,.0405504,.0000465
Rockall Energy LLC - Gulf Coast Basin (Basin 220),1011223,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - IBERIA  LA (45) - High permeability gas,,,,,3,4.22,.0272,0
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JASPER  TX (241) - High permeability gas,,,,,3,11.9,0,0
BBX 220 Gulf Coast Basin,1011749,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JASPER  TX (241) - High permeability gas,,,,,2,11.2856574,.0135168,.0000155
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JEFFERSON DAVIS  LA (53) - High permeability gas,,,,,5,2.11,.0136,0
GULF COAST BASIN,1010222,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JEFFERSON  LA (51) - High permeability gas,,,,,1,5.6428287,.0067584,.0000078
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JEFFERSON  TX (245) - High Permeability Gas,,,,,9,13.3419575,.0623604,.0000248
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - JIM WELLS  TX (249) - High permeability gas,,,,,0,0,0,0
Lewis Energy Group,1009588,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LA SALLE  TX (283) - High permeability gas,,,,,0,0,0,0
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LAFOURCHE  LA (57) - High permeability gas,,,,,4,2.11,.0136,0
220 Gulf Coast Basin DEC,1009238,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LAVACA  TX (285) - High permeability gas,,,,,7,8.4,.1,0
Urban 220 Gulf Coast Basin (LA  TX),1011652,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LIBERTY  TX (291) - High permeability gas,,,,,11,11.2856574,.0135168,.0000155
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - LIVE OAK  TX (297) - High permeability gas,,,,,2,1.0545248,.0067584,.0000025
220 Gulf Coast Basin DEC,1009238,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MADISON  TX (313) - High permeability gas,,,,,5,1.1,0,0
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MATAGORDA  TX (321) - High permeability gas,,,,,4,4.2549192,.0246113,.0000102
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MATAGORDA  TX (321) - High permeability gas,,,,,2,1.1,0,0
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - MONTGOMERY  TX (339) - High permeability gas,,,,,0,0,0,0
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NEWTON  TX (351) - High permeability gas,,,,,2,2.4,0,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NEWTON  TX (351) - High Permeability Gas,,,,,2,2.796536,.0150599,.0000055
Riviera Resources 220 Gulf Coast Basin Production Segment,1011421,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NUECES  TX (355) - High permeability gas,,,,,0,0,0,0
XTO Energy Inc 220 Gulf Coast,1009386,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NUECES  TX (355) - High permeability gas,,,,,1,1.1,.01,0
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NUECES  TX (355) - High permeability gas,,,,,2,2.1,0,0
Urban 220 Gulf Coast Basin (LA  TX),1011652,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - NUECES  TX (355) - High permeability gas,,,,,7,39.4998007,.0473088,.0000543
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - ORANGE  TX (361) - High Permeability Gas,,,,,7,7.029958,.0364391,.0000138
BBX 220 Gulf Coast Basin,1011749,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - POLK  TX (373) - High permeability gas,,,,,15,78.9996015,.0946176,.0001085
XTO Energy Inc 220 Gulf Coast,1009386,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - SAN PATRICIO  TX (409) - High permeability gas,,,,,1,1.1,.01,0
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,220 - SAN PATRICIO  TX (409) - High permeability gas,,,,,2,1.1,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - CADDO  LA (17) - Oil,,,,,0,0,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - CLAIBORNE  LA (27) - Oil,,,,,0,0,0,0
Vanguard Basin 230,1008640,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - CLAIBORNE  LA (27) - Oil,,,,,0,0,0,0
Mission Creek OpCo  LLC - Arkla Basin,1010318,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - COLUMBIA  AR (27) - Oil,,,,,0,0,0,0
White Rock Oil & Gas LLC - 230 ArkLa,1012060,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - COLUMBIA  AR (27) - Oil,,,,,0,0,0,0
Mission Creek OpCo  LLC - Arkla Basin,1010318,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - LAFAYETTE  AR (73) - Oil,,,,,0,0,0,0
White Rock Oil & Gas LLC - 230 ArkLa,1012060,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - LAFAYETTE  AR (73) - Oil,,,,,0,0,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - LINCOLN  LA (61) - Oil,,,,,0,0,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - OUACHITA  LA (73) - Oil,,,,,0,0,0,0
Range Resources-Louisiana  Inc.-Basin 230 (Houston  TX),1011998,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - JACKSON  LA (49) - High permeability gas,,,,,2,5.6428287,.0067584,.0000078
White Rock Oil & Gas LLC - 230 ArkLa,1012060,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - JACKSON  LA (49) - High permeability gas,,,,,0,0,0,0
Arkla Basin - AAPG Province 230,1008257,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - CADDO  LA (17) - Shale gas,,,,,2,5.8,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,230 - BIENVILLE  LA (13) - Other tight reservoir rock,,,,,0,0,0,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LEON  TX (289) - High permeability gas,,,,,0,0,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LIMESTONE  TX (293) - High permeability gas,,,,,0,0,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LIMESTONE  TX (293) - High permeability gas,,,,,0,0,0,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - LIMESTONE  TX (293) - High permeability gas,,,,,0,0,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - MARION  TX (315) - High permeability gas,,,,,0,0,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - NACOGDOCHES  TX (347) - High permeability gas,,,,,2,2.1,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - NACOGDOCHES  TX (347) - High permeability gas,,,,,0,0,0,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - NACOGDOCHES  TX (347) - High permeability gas,,,,,0,0,0,0
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - PANOLA  TX (365) - High permeability gas,,,,,0,5.3,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - PANOLA  TX (365) - High permeability gas,,,,,0,0,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ROBERTSON  TX (395) - High permeability gas,,,,,0,0,0,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - ROBERTSON  TX (395) - High permeability gas,,,,,12,148.446821,1.050983,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table J.2.iii,Data for wells and separators with oil throughput <10 barrels/day  with flaring  using Calculation Methodology 3,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,,260 - RUSK  TX (401) - High permeability gas,,,,,0,0,0,0
