EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC1OR2.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC1OR2.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC1OR2.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC1OR2.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC1OR2.CALCULATION_METHOD,EF_W_ATM_STG_TANKS_CALC1OR2.SOFTWARE_PACKAGE_USED,EF_W_ATM_STG_TANKS_CALC1OR2.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC1OR2.TOTAL_VOLUME_OF_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_TEMPERATURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_PRESSURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_A_P_I_GRAVITY,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_GAS_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.NUMBER_OF_WELLS_SEND_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.NOT_ON_WELL_PAD_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CO2_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CH4_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VENT_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_VENTING_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_FLARED,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_FLARING,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_N2O_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.NUM_SEPS_WITH_STUCK_DUMP_VAL,EF_W_ATM_STG_TANKS_CALC1OR2.HRS_DUMP_VALVES_DID_NOT_CLOSE,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.API_WELL_NUMBERS
SilverCreek Chautauqua #355,1012070,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - CLEVELAND  OK (27) - Oil,,Calculation Methodology 1,E&P Tanks 3.0 Geographic,No,10199.53,118,95,42,0,0,.206885,.206885,1,2,0,No,,,,,,Yes,2,0,2.5432162,No,,,,,,,,,
SilverCreek Chautauqua #355,1012070,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - HUGHES  OK (63) - Oil,,Calculation Methodology 1,E&P Tanks 3.0 Geographic,No,100149.94,118,95,42,0,0,.206885,.206885,10,20,0,No,,,,,,Yes,20,0,24.9720278,No,,,,,,,,,
355 Chatauque Platform,1009264,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - KAY  OK (71) - Oil,,Calculation Methodology 1,E&P Tanks v.2.0,No,17488.52,75,139.7,38.67,.00348,.0038,.6616,.7608,1,2,0,No,,,,,,Yes,2,.5952207,9.8756805,No,,,,,,,,,
White Star Petroleum  LLC,1011395,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - LINCOLN  OK (81) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,227676,80,35,42,.002086,.002086,.710173,.710173,20,40,0,No,,,,,,No,,,,Yes,40,703.6229709,2.8434977,.0012877,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - LOGAN  OK (83) - Oil,,Calculation Methodology 1,ProMax,No,1586788.97,85.17,55.64,51.53,.00536,.00558,.32215,.33356,107,179,0,Yes,100,7.31778,166.23941,0,0,Yes,58,1.35671,30.72493,Yes,21,701.88519,2.57565,.00121,,,,,
355 Chatauque Platform,1009264,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - MC CLAIN  OK (87) - Oil,,Calculation Methodology 1,E&P Tanks v.2.0,No,4529.75,71.1,115.7,40.55,.00348,.0038,.6616,.7608,1,2,0,No,,,,,,Yes,2,.1541684,2.5579047,No,,,,,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - NOBLE  OK (103) - Oil,,Calculation Methodology 1,ProMax,No,504422.18,88.13,58.39,37.42,.0017,.0017,.08016,.08016,49,86,0,Yes,68,2.97793,51.11804,0,0,Yes,18,.33576,5.76335,No,,,,,,,,,
355 Chatauque Platform,1009264,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - NOBLE  OK (103) - Oil,,Calculation Methodology 1,E&P Tanks v.2.0,No,19227.56,71.6,127.2,42.23,.00348,.0038,.6616,.7608,1,2,0,No,,,,,,Yes,2,.6554214,10.8745081,No,,,,,,,,,
355 Chatauque Platform,1009264,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - OKFUSKEE  OK (107) - Oil,,Calculation Methodology 1,E&P Tanks v.2.0,No,21275.44,71.1,115.7,42.23,.00348,.0038,.6616,.7608,3,6,0,No,,,,,,Yes,6,.7248577,12.0265691,No,,,,,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - OSAGE  OK (113) - Oil,,Calculation Methodology 1,ProMax,No,19043.45,98.5,38.5,34.38,.01489,.01559,.39947,.40682,2,2,0,No,,,,,,Yes,2,.24448,2.43474,No,,,,,,,,,
Chautauqua platform N&G 355,1010059,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - OSAGE  OK (113) - Oil,,Calculation Methodology 2,,No,86505,70,25,32,0,0,0,0,88,69,0,No,,,,,,No,,,,Yes,1,0,0,0,,,,,
355 Chatauque Platform,1009264,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - OSAGE  OK (113) - Oil,,Calculation Methodology 1,E&P Tanks v.2.0,No,548193.36,70.1,114.7,42.23,.00348,.0038,.6616,.7608,33,66,0,No,,,,,,Yes,66,18.6508945,309.4477197,No,,,,,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - PAWNEE  OK (117) - Oil,,Calculation Methodology 1,ProMax,No,4358.63,75,43,51.53,.00536,.00536,.33356,.33356,2,1,0,No,,,,,,Yes,1,.03132,.71161,No,,,,,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - PAYNE  OK (119) - Oil,,Calculation Methodology 1,ProMax,No,823467.97,84.77,54.56,37.42,.00159,.0017,.0547,.08016,75,127,0,Yes,76,4.04854,69.49648,0,0,Yes,40,.79624,13.52252,Yes,11,398.73292,1.1096,.00076,,,,,
White Star Petroleum  LLC,1011395,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - PAYNE  OK (119) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,1713207,80,35,41,.002086,.002086,.710173,.710173,183,366,0,No,,,,,,No,,,,Yes,366,5663.6095663,22.8879122,.0103652,,,,,
SilverCreek Chautauqua #355,1012070,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - POTTAWATOMIE  OK (125) - Oil,,Calculation Methodology 1,E&P Tanks 3.0 Geographic,No,7886.28,118,95,42,0,0,.206885,.206885,1,2,0,No,,,,,,Yes,2,0,1.9664156,No,,,,,,,,,
SilverCreek Chautauqua #355,1012070,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - SEMINOLE  OK (133) - Oil,,Calculation Methodology 1,E&P Tanks 3.0 Geographic,No,187899.5,118,95,42,0,0,.206885,.206885,12,24,0,No,,,,,,Yes,24,0,46.8520655,No,,,,,,,,,
Equal Energy-355-Chautaqua Platform,1010176,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - LINCOLN  OK (81) - High permeability gas,,Calculation Methodology 1,E&P Tank,No,32403,70,18,34,.028058,.028058,.790107,.790107,4,8,0,No,,,,,,Yes,8,.287,2.69,No,,,,,,,,,
355 Chautauqua Platform DEC,1008286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],355 - LOGAN  OK (83) - Other tight reservoir rock,,Calculation Methodology 1,ProMax,No,316695.86,83.36,51.57,34.38,.01489,.01489,.40682,.40682,34,60,0,Yes,32,3.65463,36.43974,0,0,Yes,28,1.46145,14.57173,No,,,,,,,,,
Crestone Peak - Denver Basin,1008206,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,ACTS,No,5201731.37,84.9,157,49.18,.014411,.555529,.00115,.041766,191,55,0,No,,,,,,No,,,,Yes,55,56278.6,15.2,0,,,,,
Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,HYSIS,No,3920715.39,70,29.12,69.73,.011389,.036186,.0348,.11858,412,410,0,No,,,,,,Yes,310,.3,.58,Yes,410,6823.3,3.35,.006,,,,,
Great Western Oil & Gas Company - D-J Basin,1008794,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,E&P Tanks,No,1757958.6,95,22,41.5,.007,.007,.042,.042,52,124,0,No,,,,,,Yes,45,.9091619,1.784177,Yes,124,24178.0444925,2.5003479,.0192583,,,,,
PDC Energy 540 Denver Basin,1009286,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,ProMax,No,7121219.85063,132,61,63,0,.026,.099,.366,412,936,0,No,,,,,,Yes,792,.1,1.89,Yes,936,4387.1,1.8,.004,,,,,
#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,Promax,No,6467134.12,132,110,39.7,.0104,.0227,.069,.123,325,649,44,Yes,452,234,2574.2,0,0,Yes,5,.0206771,.0408672,Yes,644,7859.4722272,3.9928081,.0140637,,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 2,,No,114824.5,109.7,37.5,66.1,0,.00092,0,.00272,1,278,278,No,0,0,0,0,0,No,0,0,0,Yes,278,2513.3,0,.001,,,,,
Extraction Oil & Gas  Inc.,1011761,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,E&P Tanks,No,5685662.1,400,300,45.43,0,.02,.044,.401,155,274,0,Yes,166,32.13,381.8,0,0,Yes,4,.347,1.5,Yes,250,18649.64,8.03,.0159,,,,,
SRC Energy  Inc.,1011894,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,Calculation Methodology 1,ProMax 3.2,No,149326.26,65,255,44.4285714,0,0,.2610298,.2610298,7,13,0,No,,,,,,No,,,,Yes,13,328.0516881,.2131748,.0005497,,,,,
SandRidge 545 North Park Basin,1012077,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],545 - JACKSON  CO (57) - Oil,,Calculation Methodology 1,E&P Tanks,No,166651.1854695,106.5,50.5,55.8,0,.05,.023,.35,4,21,0,No,,,,,,No,,,,Yes,21,55.3,.18,0,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - ELLIS  KS (51) - Oil,,Calculation Methodology 1,E&P Tanks,No,66289.6,75,35,39,.007335,.012225,.4206428,.7010713,11,34,19,No,,,,,,Yes,34,.1986549,8.1515736,No,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - NORTON  KS (137) - OIl,,Calculation Methodology 1,E&P Tanks,No,65368.6,75,30,39,.007335,.012225,.4206428,.7010713,8,21,15,No,,,,,,Yes,21,.1958949,8.0383191,No,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - ROOKS  KS (163) - Oil,,Calculation Methodology 1,E&P Tanks,No,15483.9,75,30,39,.007335,.012225,.4206428,.7010713,2,3,0,No,,,,,,Yes,3,.0464017,1.9040415,No,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - RUSH  KS (165) - Oil,,Calculation Methodology 1,E&P Tanks,No,57772.3,75,38.8,39,.007335,.012225,.4206428,.7010713,5,30,10,No,,,,,,Yes,30,.1731305,7.1042088,No,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - SHERIDAN  KS (179) - Oil,,Calculation Methodology 1,E&P Tanks,No,34126.3,75,30,39,.007335,.012225,.4206428,.7010713,4,12,9,No,,,,,,Yes,12,.1022688,4.196481,No,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],385 - TREGO  KS (195) - Oil,,Calculation Methodology 1,E&P Tanks,No,74764.3,75,32,39,.007335,.012225,.4206428,.7010713,9,30,16,No,,,,,,Yes,30,.2240517,9.1937,No,,,,,,,,,
Apache Corp. Permian - Permian Basin 430,1009391,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,439856.55,72.875,30.5,40.2,.006644,.006644,.501124,.501124,16,9,8,Yes,6,.1124845,3.0968745,.0022956,.0632015,Yes,1,.9680138,26.650947,No,,,,,,,,,
Pioneer Natural Resources USA  Inc.  Permian,1008607,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,804231,90,42,43.1,0,.13762,0,.00348,496,369,0,No,,,,,,Yes,369,18.227678,488.004673,No,,,,,,,,,
XTO Energy Inc 430 Permian,1009390,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,1640803.1515,74,49,42.7204158,.00952,.01202,.08764,.44265,159,95,0,Yes,34,.0216243,.1943201,0,0,Yes,31,.1,.47,Yes,30,1.6,0,0,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,ProMax,No,29727.56,93.13,24.58,70.06,.00463,.00463,.31676,.31676,9,8,0,Yes,3,.10895,2.72017,0,0,No,,,,Yes,5,6.09435,.02154,.00001,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,5018.48,93.13,24.58,70.06,.00463,.00463,.31676,.31676,1,3,0,Yes,3,.02172,.54228,0,0,No,,,,No,,,,,,,,,
Apache Corporation + 430 + Permian Basin,1011803,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,200632.7539,78.1,43.5,40.2,.006644,.006644,.501124,.501124,5,2,2,No,,,,,,No,,,,Yes,2,130.5616816,.2719553,.000224,,,,,
Fasken Oil and Ranch  Ltd. 430 Permian Basin,1009718,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,1911687,78.3,35,39.6,.001,.21,.3,.8,296,49,0,No,,,,,,Yes,49,2.6679183,30.7413951,No,,,,,,,,,
Endeavor Energy Resources LP 430 Permian Basin,1011659,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - OIL,,Calculation Methodology 1,E&P Tanks,No,3454889.07,75,170,68,.000814,.000814,.427039,.427039,1240,1377,0,No,,,,,,Yes,1377,12.1234654,2319.8281831,No,,,,,,,,,
Legacy Reserves Basin 430,1011498,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,234595,101,15,41.6,.4008,.4008,.0112,.112,10,20,0,Yes,11,4.278,55.878,.2139,2.7939,Yes,9,.161,2.104,No,,,,,,,,,
COG Operating LLC  430 Permian Basin,1009707,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,E&P Tanks ,No,2803406,88,56,40.6,.003,.008,.3,.6,292,183,0,Yes,160,13.1293,213.39593,1.76,28.621,Yes,23,3.126,50.88,Yes,147,1257.6,9.2,0,,,,,
Diamondback E&P LLC,1009434,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,ProMax,No,6000000,97,89,40,.0025568,.0025568,.26492,.26492,203,85,0,Yes,4,.0000077,.0002929,0,.0000014,Yes,13,.0000124,.0004678,Yes,72,9.5,.04,0,,,,,
Resolute Natural Resources Compnay  LLC 430 Permian Basin,1011735,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,E&P Tank,No,295832.42,85,5,43,0,0,0,0,70,34,34,No,,,,,,Yes,26,0,0,Yes,8,36.0448338,.0001202,.0000586,,,,,
Breitburn Operating LP 430 Permian,1009813,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,E&P Tanks,No,73350,70,30,43.6,.004,.004,.301,.301,8,35,0,No,,,,,,Yes,8,.23,2.16,Yes,27,1228.6775372,4.949086,.0021074,,,,,
RSP Permian  LLC,1011846,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,1997660.8,110,122.4,42,.003453,.039844,.1768,.6622,229,98,0,Yes,71,24,134.270696,1.2632,7.0668787,Yes,17,.1722164,35.8007913,Yes,31,1.1404082,.003784,.000002,,,,,
Parsley Energy  Inc. 430 Permian Basin,1011555,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,46975.5,88,57.5,42.61,.00093,.00364,.178167,.2475,6,20,0,Yes,7,.0461335,4.215167,.0024281,.2218509,Yes,10,.2191073,5.740566,Yes,3,5.8148003,.0034477,.0000098,,,,,
Energen Resources Corporation 430 Permian Basin,1008836,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,427050,80,50,39.0222222,.0027,.008,.6846,.7247,117,77,0,No,,,,,,Yes,16,1.6812752,3.2873991,Yes,29,.0004531,.0004526,.0000002,,,,,
Basin 430 West Texas - OSP,1008642,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 2,,No,140915.75,122.73,108.636,41.07,.00375,.00375,.100068,.100068,8,11,0,Yes,11,.1,1.28,0,0,No,,,,Yes,11,116.3,.03,0,,,,,
Chevron MCA 430 Permian Basin,1009240,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,Calculation Methodology 1,E&P Tanks,No,113093,99,19,45,.0101,.0839,.26,.62,2,2,0,Yes,2,6.775837,15.014066,.356623,.790214,No,,,,No,,,,,,,,,
Clayton Williams Energy  Inc. - 430 Permian Basin,1006886,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - Oil,,Calculation Methodology 2,,No,46282,92.6,49.5,37,.0003,.085,.349,.593,31,7,0,No,,,,,,Yes,7,.2681854,.5785761,No,,,,,,,,,
