EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC1OR2.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC1OR2.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC1OR2.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC1OR2.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC1OR2.CALCULATION_METHOD,EF_W_ATM_STG_TANKS_CALC1OR2.SOFTWARE_PACKAGE_USED,EF_W_ATM_STG_TANKS_CALC1OR2.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC1OR2.TOTAL_VOLUME_OF_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_TEMPERATURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_PRESSURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_A_P_I_GRAVITY,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_GAS_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.NUMBER_OF_WELLS_SEND_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.NOT_ON_WELL_PAD_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CO2_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CH4_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VENT_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_VENTING_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_FLARED,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_FLARING,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_N2O_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.NUM_SEPS_WITH_STUCK_DUMP_VAL,EF_W_ATM_STG_TANKS_CALC1OR2.HRS_DUMP_VALVES_DID_NOT_CLOSE,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.API_WELL_NUMBERS
Endeavor Energy Resources LP 430 Permian Basin,1011659,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - OIL,,Calculation Methodology 1,E&P Tanks,No,71908.89,90,66,40,.05989,.05989,.524281,.524281,240,78,0,No,,,,,,Yes,78,6.2553772,19.9675611,No,,,,,,,,,
Legacy Reserves Basin 430,1011498,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - Oil,,Calculation Methodology 2,,No,15192.7,101,15,41.6,.401,.401,.011,.011,1,2,0,No,,,,,,Yes,2,.197,.856,No,,,,,,,,,
Southwest Royalties  Inc. - 430 Permian Basin,1006884,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - Oil,,Calculation Methodology 2,,No,19549.1069986,80,50.85,29.6,.159,.159,.493,.493,45,4,0,No,,,,,,Yes,4,.1330739,.244054,No,,,,,,,,,
Breitburn Operating LP 430 Permian,1009813,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - Oil,,Calculation Methodology 1,E&P Tanks,No,60444,70,30,26,.004,.004,.301,.301,0,323,0,No,,,,,,Yes,323,.35,3.21,No,,,,,,,,,
Energen Resources Corporation 430 Permian Basin,1008836,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MITCHELL  TX (335) - Oil,,Calculation Methodology 2,,No,1666955,80,50,34.4222222,.003,.159,.493,.74,951,51,0,Yes,9,8.1803549,14.703606,.430545,.773874,Yes,5,.0451413,.1302798,Yes,9,.0002256,.0000122,0,,,,,
Endeavor Energy Resources LP 430 Permian Basin,1011659,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MOTLEY  TX (345) - OIL,,Calculation Methodology 1,E&P Tanks,No,114365.58,78,28,42,.014415,.014415,.144189,.144189,1,5,0,No,,,,,,Yes,5,.013976,.0514032,No,,,,,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - NOLAN  TX (353) - Oil,,Calculation Methodology 1,ProMax,No,14949.22,120,35,70.06,.00455,.00455,.32847,.32847,1,2,0,No,,,,,,No,,,,Yes,2,21.75521,.06809,.00004,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - NOLAN  TX (353) - Oil,,Calculation Methodology 2,,No,6200.19,120,35,70.06,.00455,.00455,.32847,.32847,1,2,2,No,,,,,,No,,,,Yes,2,9.02298,.02824,.00001,,,,,
Sheridan Production Company LLC 430 Permian Basin,1009846,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - NOLAN  TX (353) - Oil,,Calculation Methodology 2,,No,2244383.102,51,26,38.54,.00706,.00706,.36429,.36429,86,20,20,No,,,,,,Yes,7,9.5183237,204.3296444,Yes,13,84.6046138,.0667613,.0000767,,,,,
XTO Energy Inc 430 Permian,1009390,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 2,,No,22611.8595,80,200,44.0936,.0036,.0036,.4777,.4777,26,7,0,Yes,2,.00173,.0837956,0,0,Yes,5,0,.1,No,,,,,,,,,
Apache Corporation + 430 + Permian Basin,1011803,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 2,,No,84334.99707,78.2,31.9,40.5,.018361,.018361,.675964,.675964,4,8,4,No,,,,,,Yes,6,.3187356,4.2832485,Yes,2,10.4236077,.0350018,.0000183,,,,,
J. Cleo Thompson & James Cleo Thompson  Jr. L.P. 430 Permian Basin,1007037,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 2,,No,129673.206278,20,12.5,11,.004183,.004183,.253776,.253776,1,2,0,Yes,1,176.7803419,85.6522924,.0360776,.0174801,No,,,,Yes,1,.3322994,.0000229,.004,,,,,
Endeavor Energy Resources LP 430 Permian Basin,1011659,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - OIL,,Calculation Methodology 1,E&P Tanks,No,119127.04,78,870,57,.009759,.009759,.498179,.498179,41,47,0,No,,,,,,Yes,47,2.9864125,55.5606662,No,,,,,,,,,
WPX Energy Permian LLC,1009039,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 1,E&P Tanks,No,21663.0989956,100,58,38,.0007,.1096,.1303,.3904,10,9,0,No,,,,,,Yes,9,1.0054963,2.4143539,No,,,,,,,,,
COG Operating LLC  430 Permian Basin,1009707,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 1,E&P Tanks ,No,173476,110,34,42.9,.002,.008,.15,.3,5,21,0,No,,,,,,No,,,,Yes,21,19.8,.1,.0008,,,,,
Parsley Energy  Inc. 430 Permian Basin,1011555,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 2,,No,34602,120,39,45.38,.00653,.00653,.08694,.08694,4,12,0,No,,,,,,Yes,6,.4074675,1.9802268,Yes,6,47.8114197,.010415,.0000801,,,,,
Energen Resources Corporation 430 Permian Basin,1008836,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 2,,No,45260,80,50,33,.012,.012,.848,.848,70,1,0,No,,,,,,Yes,1,.252677,.4930903,No,,,,,,,,,
Chevron MCA 430 Permian Basin,1009240,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - Oil,,Calculation Methodology 1,E&P Tanks,No,5743,130,15,49,.0018,.0018,.08,.08,1,1,0,No,,,,,,Yes,1,.057315,.884422,No,,,,,,,,,
Apache Corp. Permian - Permian Basin 430,1009391,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,3301966.251,72.9347826,33.8478261,36.38,.087222,.087222,.379686,.379686,152,51,42,Yes,7,43.099376,68.4833553,.8795782,1.3976181,Yes,44,119.9030936,190.5216948,No,,,,,,,,,
Pioneer Natural Resources USA  Inc.  Permian,1008607,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,86484,90,42,43.1,0,.07794,0,.00344,100,66,0,No,,,,,,Yes,66,1.470102,52.077265,No,,,,,,,,,
XTO Energy Inc 430 Permian,1009390,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,4370.072,74.5,48,39.844,.00952,.00952,.44265,.44265,2,3,0,No,,,,,,Yes,3,0,.01,No,,,,,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,ProMax,No,1041216.38,120,35,70.06,.00455,.00455,.32847,.32847,49,55,5,Yes,44,4.37116,115.2222,0,0,Yes,2,.02025,.53368,Yes,9,104.18798,.48374,.0002,,,,,
430 Permian Basin DEC,1008290,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,299444.86,120,35,70.06,.00455,.00455,.32847,.32847,18,33,19,Yes,29,1.29585,34.15835,0,0,No,,,,Yes,4,21.1279,.09809,.00004,,,,,
J. Cleo Thompson & James Cleo Thompson  Jr. L.P. 430 Permian Basin,1007037,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,5360,40,25,22,.01,.01,.697,.697,2,2,0,No,,,,,,Yes,2,.0305966,.0852154,No,,,,,,,,,
Endeavor Energy Resources LP 430 Permian Basin,1011659,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - OIL,,Calculation Methodology 1,E&P Tanks,No,533945.26,118,95,42,0,0,.206885,.206885,1376,1392,0,No,,,,,,Yes,1392,0,226.5338617,No,,,,,,,,,
Laredo Petroleum Basin 430,1009056,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,216634,71,44,43.655,.0001725,.0001725,.0123025,.0123025,40,32,0,Yes,3,21609.3475951,1541153.6161681,.0554032,1.4422972,Yes,28,.0825534,2.1490904,Yes,1,997.4249603,2.4963007,.0011432,,,,,
Discovery Natural Resources LLC - 430 Permian Basin,1010294,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,E&P Tank Version 2.0,No,1280543,85,45,40,.005464,.005464,.371399,.371399,108,183,0,No,,,,,,Yes,84,4.27,105.9676,Yes,99,805.03,.9708,.000839,,,,,
American Energy - Permian Basin  LLC,1011394,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,E&P Tanks v2.2,No,5266220.0353899,73,115,54,.0050525,.0050525,.6898975,.6898975,35,66,0,No,,,,,,Yes,12,11.5702035,192.0599321,Yes,60,68540.8827739,243.5573584,.1135409,,,,,
EP Energy E&P 430 Permian Basin,1007777,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,E&P Tanks,No,61150.22475,94,75.7142857,41,.013875,.0179213,.4433905,.5664554,6,15,0,No,,,,,,No,,,,Yes,14,430.222453,.0033462,.0002963,,,,,
Legacy Reserves Basin 430,1011498,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,91666.37,106,21,40.4,.4814,.4814,.015,.015,3,8,0,Yes,6,.472,9.38,.0236,.0469,Yes,2,.0518,.104,No,,,,,,,,,
EOG Resources  Inc. 430 Permian basin,1008351,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,ProMax,No,64778.88,120,70,41.9,0,0,.061,.061,1,3,0,No,,,,,,Yes,3,0,.2,No,,,,,,,,,
Oxy Permian Basin - 430,1008141,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,E&P Tanks,No,882220.648,85,50,43.8278958,0,.073081,0,.354446,34,16,0,Yes,13,67.9663251,119.0009185,3.577175,6.2632062,Yes,3,0,0,No,,,,,,,,,
Diamondback E&P LLC,1009434,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 1,ProMax,No,12441,97,89,40,.0025568,.0025568,.26492,.26492,2,2,0,No,,,,,,No,,,,Yes,2,.1,0,0,,,,,
Parsley Energy  Inc. 430 Permian Basin,1011555,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,594840.5,88.4,31.7333333,46.2586667,.002547,.008207,.09091,.28469,15,47,0,Yes,7,2.0995319,17.8739323,0,0,Yes,27,2.5193501,26.0896198,Yes,20,407.9039313,.1151045,.0006791,,,,,
Energen Resources Corporation 430 Permian Basin,1008836,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,45625,80,50,43,.002,.004,.696,.7442,15,27,0,No,,,,,,Yes,4,.1364814,.3155946,Yes,2,.0001121,.0001629,.0000001,,,,,
Basin 430 West Texas - OSP,1008642,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,Calculation Methodology 2,,No,12132.44,113.32,77.4,42.86,.00505,.00505,.35642,.35642,5,4,0,No,,,,,,Yes,4,.1,1.66,No,,,,,,,,,
Permian Basin - AAPG Province 430,1008449,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 2,,No,933696,78,181,53.08,.08157,.08157,.2885,.2885,20,93,8,No,0,0,0,0,0,No,0,0,0,Yes,93,9471.3,10.75,.012,,,,,
Apache Corporation + 430 + Permian Basin,1011803,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 2,,No,807283.9558,76.7,37.7,40,.001023,.001023,.261654,.261654,16,11,11,Yes,3,.0466908,4.3591195,.0009529,.0889615,Yes,6,.1158133,10.8124905,Yes,2,20.1998171,.0176547,.0000335,,,,,
Clayton Williams Energy  Inc. - 430 Permian Basin,1006886,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 2,,No,2003631,85.8360656,50.6934426,44.3163934,.0014,.0048,.4806,.777,88,183,0,No,,,,,,Yes,183,1.3370342,1.3200683,No,,,,,,,,,
J. Cleo Thompson & James Cleo Thompson  Jr. L.P. 430 Permian Basin,1007037,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 2,,No,3287546.9819523,63.8226087,37.3782609,33.5478261,.008,.015577,.169187,.481581,30,54,0,Yes,16,2257.1839846,1648.5106024,.4606498,.3364307,Yes,11,7.3107136,6.5698477,Yes,7,2.491449,.0003674,.027,,,,,
Centennial Resource Production  LLC,1011690,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,E&P Tanks,No,2166881,84,34,46.12,.0026,.004,.67,.75,107,399,0,No,,,,,,Yes,329,3.67,5.87,No,,,,,,,,,
Cimarex Energy Co. 430 Permian,1008544,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,ProMax,No,4352518.1705,74.21,12.52,48.76,0,.005,.056,.335,108,317,0,Yes,299,27.4670454,403.5769729,0,0,Yes,18,.7,8.6,Yes,299,3898.2,.7,0,,,,,
ConocoPhillips' Permian (430),1007479,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,API E&P Tanks,No,130860.57,99,64.24,55.5,0,.01,.09,.35,4,9,9,Yes,9,.67,46.44,.01,.95,No,,,,No,,,,,,,,,
WPX Energy Permian LLC,1009039,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,E&P Tanks,No,235017.1621066,100,58,38,.0007,.1096,.1303,.3904,7,21,0,Yes,8,.03112,.07,.6,1.4197548,Yes,13,.2307374,1.51783,No,,,,,,,,,
Rosetta Resources 430 Permian Basin,1011407,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,Aspen Hysys,No,2334157.209,120,30,51.287,.001,.001,.111,.111,116,289,0,No,,,,,,Yes,166,.55,15.74,Yes,123,3792.43,1.1,.003,,,,,
EOG Resources  Inc. 430 Permian basin,1008351,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,ProMax,No,443729.89,101.02,176.56,58.66,0,.001,.061,.231,26,78,0,Yes,39,0,.6,0,0,Yes,9,.8,83.1,Yes,49,2240.3,1.4,0,,,,,
Oxy Permian Basin - 430,1008141,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,E&P Tanks,No,2651669.467,85,50,42.5558518,0,.073081,0,.354446,186,195,6,Yes,13,26.0374096,45.7770596,1.37039,2.4093189,Yes,120,72.8435641,128.0681997,Yes,62,2.4089327,4.2352084,.0724433,,,,,
Permian Operations - Shell Exploration & Production Company,1010588,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,UNISIM R430,No,25462,79.87,99,46.13,.0019,.0019,.42,.42,1,4,0,No,,,,,,No,,,,Yes,4,39.51,.062,.00004,,,,,
COG Operating LLC  430 Permian Basin,1009707,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,E&P Tanks ,No,6866174,60,30,46.9,.002,.008,.15,.4,139,237,0,No,,,,,,Yes,93,1.876,94.133,Yes,144,2291.4,16.9,.01,,,,,
Resolute Natural Resources Compnay  LLC 430 Permian Basin,1011735,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Oil,,Calculation Methodology 1,E&P Tank,No,685422.53,70,60,48,.001156,.003714,.4788,.5824,23,47,47,Yes,29,1.459124,176.09352,.076796,9.26808,Yes,3,0,.28032,Yes,28,150.6652929,.1259064,.0002525,,,,,
